WT sseJ sseL slrP ssaV_new srfJ steC sspH2 sseI steB spvD_new sseG sseF sifB pipB2 steA sifA gtgE steE spvB gogB sseK1 gtgA sopD2 pipB
672 0 7 2 17 0 7 20 0 4 15 0 31 0 0 2 0 0 0 0 2 3 0 25 0 0
682 0 8 6 22 0 5 36 0 6 13 0 55 1 0 9 0 0 0 0 2 4 0 34 0 0
692 0 12 7 31 0 7 42 0 7 18 0 47 0 0 3 0 0 0 0 2 2 0 33 0 0
702 0 8 6 34 0 5 29 0 5 18 0 55 0 0 6 0 0 0 0 4 4 0 27 0 0
713 0 2 6 47 0 12 30 0 12 14 0 62 0 0 5 0 0 0 0 0 10 0 31 0 0
722 0 7 5 22 0 7 30 0 3 8 0 49 0 0 1 0 0 0 0 1 5 0 34 0 0
732 0 8 8 18 0 7 47 0 3 8 0 32 0 0 4 0 0 0 0 3 3 0 42 0 0
742 0 17 32312 173973 0 9 36 0 6 17 0 63 0 0 9 0 0 1 0 2 5 0 60 0 0
752 99 8 2 17 0 3 26 0 3 13 0 24 0 0 7 0 0 0 0 3 5 0 27 0 0
762 0 14 14 46 0 10 35 0 9 57989 0 86 0 0 4 0 0 0 1 2 9 0 46 0 0
772 0 14 11 34 0 6 38 0 7 23 0 125 0 0 7 0 0 0 0 4 4 0 27 0 0
782 0 20 2 21 0 10 30 0 10 17 0 38 0 0 5 0 0 0 0 0 6 0 30 0 0
792 0 28 6 27 0 10 71 0 4 26 0 51 0 0 15 0 0 0 0 3 11 0 36 0 0
802 0 8 4 26 0 4 36 0 8 14 0 159 0 0 4 0 0 0 0 2 8 0 26 0 0
813 0 8 4 29 0 10 41 0 4 26 0 56 0 0 13 0 0 0 0 1 6 0 46 0 0
822 0 12 11 29 0 13 42 0 4 22 0 60 0 0 8 0 0 0 0 2 6 0 27 0 0
832 0 15 5 47 0 25157 71 0 8 28 0 77 0 0 10 0 0 0 0 1 8 0 29 0 0
842 0 13 3 17 0 8 40 0 4 9 0 26 0 0 2 0 0 0 0 2 5 0 29 0 0
852 0 5 2 6 0 2 29 0 1 10 0 16 152 0 1 0 0 0 0 0 1 0 12 0 0
862 0 5 2 17 0 3 28 0 2 12 0 32 1 0 6 0 0 0 0 1 2 0 24 0 0
872 0 5 5 22 0 189 36 0 4 10 0 28 0 0 2 0 0 0 0 1 5 0 23 0 0
882 0 3 6 17 0 3 31 0 5 14 0 25 0 0 4 0 0 0 0 0 1 0 19 0 0
892 0 2 1 8 0 2 18 0 1 2 0 22 0 0 2 0 0 0 0 0 0 0 14 0 0
902 0 8 3 30 0 7 26 0 2 22 0 36 0 0 4 0 0 0 0 1 1 0 21 0 0
912 0 8 4 28 0 8 65 0 3 10345 0 21 0 0 4 0 0 0 0 2 1 0 149 0 0
922 0 11 5 20 0 5 25 0 3 15 89 32 0 0 6 0 0 0 0 3 6 0 18 0 0
932 0 2 9 31 0 7 32 0 6 16 1 77 0 0 8 0 0 0 0 0 8 0 27 0 0
942 0 10 5 19 0 6 35 0 2 18 0 49 0 0 0 0 0 0 0 1 1 0 20 0 0
952 0 4 2 9 0 2 21 0 0 6 0 11 0 0 1 0 0 0 0 1 3 0 8 0 0
962 0 0 0 11 0 3 7 0 1 9 0 11 0 0 1 0 0 0 0 1 0 0 9 0 0
114 5 0 0 5 0 0 0 4 0 0 0 0 0 0 5 3 10 0 0 0 0 0 0 1 0
214 3 0 0 2 0 1 0 153 0 0 0 0 0 1 675 3 10 0 0 0 0 0 0 1 0
314 5 0 0 7 0 0 0 3130 0 2 0 1 0 0 0 6 30 0 0 0 0 0 0 13785 2736
414 3 0 0 3 0 2 0 5 0 1 0 0 0 0 0 2 24 0 0 0 0 0 0 1 0
514 3 0 0 5 0 2 0 5 0 0 0 0 0 1 0 7 23 0 0 0 0 0 0 0 0
614 610 0 0 4 0 1 0 2 1 1 0 1 0 1 0 1 9 0 0 0 0 0 0 1 0
714 7 0 0 1 0 310 0 6 51 1 0 0 0 0 0 4 15 0 0 0 0 0 0 0 0
814 3 0 0 3 0 1 0 11 0 0 0 0 0 0 2 2 17 0 0 0 0 0 0 1 0
99 10 0 0 17 0 3 0 23 0 3 0 1 0 0 1 12 40 0 0 0 0 0 0 1 0
103 4 0 0 4 0 2 0 5 0 0 0 0 0 224 0 14 8 0 0 0 0 0 0 0 0
115 10 0 0 11 0 4 0 34833 0 2 0 0 0 0 1 13 35 0 0 0 0 0 0 4 0
123 4 0 0 3 0 0 0 2 0 0 0 0 0 0 1 4 16 0 0 0 0 0 0 0 1
133 2 0 0 6 0 1 0 10 0 1 0 0 0 0 1 5 30 0 0 0 0 0 0 0 0
143 2 0 0 8 0 0 0 29 0 0 0 1 0 0 3 2 17 0 0 0 0 0 0 5 0
153 10 0 0 10 0 0 0 9 0 1 0 0 0 0 1 9 24 0 0 0 0 0 0 0 1
163 11 0 0 4 0 2 0 8 0 2 0 0 0 0 0 8 20 0 0 0 0 0 0 2 0
173 6 0 0 7 0 3 0 11 0 0 0 1 0 5424 0 13 37 0 0 0 0 0 0 1 1
183 9 0 0 22 0 2 0 17 0 0 0 1 0 1 0 10 37 0 0 0 0 0 0 1 0
193 17 0 0 11 0 6 0 29 0 1 0 0 0 0 3 12 75 0 0 0 0 0 0 0 0
203 5 0 0 3 0 1 0 6 0 0 0 0 0 1 0 4 10 0 0 0 0 0 0 0 0
215 5 0 0 3203 0 0 0 7 0 1 0 0 0 0 1 2 13 0 0 0 0 0 0 2 0
223 3 0 0 10 0 3 0 11 0 0 0 0 0 0 2 6 32 0 0 0 0 0 0 0 0
233 1 0 0 1 0 0 0 6 0 0 0 0 0 0 1 6 14 0 0 0 0 0 0 1 0
243 4 0 0 3 0 3 0 8 0 0 0 0 0 0 0 7 18 0 0 0 0 0 150 1 0
253 8 0 0 4 0 1 0 6 0 3 0 0 0 0 1 4 24 0 0 0 0 0 0 0 0
263 7 0 0 7 0 2 0 8 0 1 0 0 0 0 0 11 21 0 0 0 0 0 0 2 0
273 9 0 0 15 0 3 0 17 0 2 0 1 0 0 5 12 30 0 0 0 0 0 0 2 1
283 9 0 0 10 0 1 0 12 0 0 0 0 0 0 1 8 16 0 0 0 0 0 0 0 0
293 5 0 0 6 0 2 0 12 54 2 0 1 0 0 0 10 24 0 0 0 0 0 0 1 0
303 22 0 0 19 0 3 0 14 0 1 0 0 0 1 2 10 36 0 0 0 0 0 0 1 0
315 6 0 0 9 0 1 0 9 0 1 0 0 0 0 0 9 28 0 0 0 0 0 0 2 0
323 2 0 0 5 0 1 0 40 0 2 0 0 0 0 1 8 29 0 0 0 0 0 0 1 0
333 3 0 0 7 0 2 0 10 0 1 0 0 0 0 69 7 20 0 0 0 0 0 0 0 0
343 8 0 0 12 0 2 0 18 0 1 0 18551 1 0 0 76 19 0 0 0 0 0 0 0 0
353 5 0 0 5 0 1 0 50 112 0 0 1 0 0 1 8 14 0 0 0 0 0 0 1 0
363 9 2 0 6 0 0 0 284168 0 0 0 0 0 0 3 2 20 0 1 0 0 0 0 0 0
373 11 0 0 18 0 2 0 18 0 0 0 0 0 0 1 16 418 0 0 0 0 0 0 3 0
383 4 0 0 7 0 1 0 7 0 2 0 0 0 0 1 225 31 0 0 0 0 0 0 1 1
393 7 0 0 14 0 0 0 5 0 2 0 0 0 0 0 5 71536 0 0 0 0 0 0 1 0
403 9 0 0 14 0 0 0 15 0 1 0 0 0 0 4 15 36 0 0 0 0 0 1 1 0
415 19 0 0 11 0 5 0 26 0 0 0 1 0 0 1 15 277932 0 0 0 0 0 0 0 0
423 6 0 0 6 0 2 0 14 0 2 0 1 0 0 1 8 45 0 0 0 0 0 0 1 2
433 3 0 0 6 0 1 0 8 0 0 0 3 0 0 0 5 27 0 0 0 0 0 0 0 0
443 6 0 0 6 0 1 0 38 0 0 0 0 0 1 2 4 28 0 0 0 0 0 0 0 0
453 2 0 0 3 0 0 0 15 0 10439 0 0 0 0 1 8 11 0 0 0 0 0 0 0 0
463 9 0 0 8 0 4 0 7 0 0 0 0 0 0 1 4 28 0 0 0 0 0 0 0 0
473 8 0 0 5 0 10 0 5 0 0 0 0 0 0 0 4 16 0 0 0 0 0 0 0 0
483 14 0 0 5 0 2 0 13 0 1 0 1 0 0 0 13 35 0 0 0 0 0 0 1 0
493 11 0 1 5 0 3 0 206182 0 1 0 1 0 0 2 17 37 0 1 0 0 0 0 2 1
503 79 0 0 9 0 1 0 12 0 1 0 0 0 1 11 116207 26 0 0 0 0 0 0 0 1
515 8 0 0 8 0 100 0 145 0 0 0 1 0 0 2 10 39 0 0 0 0 0 0 2 0
523 8 0 0 7 0 4 0 12 0 0 0 0 0 0 0 7 22 0 0 0 0 0 0 1 0
533 21 0 0 27 0 1 0 27 0 2 0 0 0 0 2 20 56 0 0 0 0 0 0 1 0
543 7 0 0 0 0 1 0 8 1 0 0 0 0 1 0 5 21 0 0 0 0 0 0 1 0
553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
563 1 0 0 6 0 2 0 419 0 1 0 0 0 1 3 4 13 0 0 0 0 0 0 0 1
573 1 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
583 4 0 0 7 0 0 0 11 0 1 0 0 0 0 0 5 20 0 0 0 0 0 0 0 0
593 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
603 6 0 0 4 0 0 0 42 0 0 0 0 0 1 1 10 9 0 0 0 0 0 0 0 729
615 3 0 0 3 0 0 0 4 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0
623 2 0 0 5 0 2 0 42 0 0 0 0 0 0 1 1429 10 0 0 0 0 0 0 0 2
633 7 0 0 4 0 1 0 6 0 0 0 0 0 1 0 10 18 0 0 0 0 0 0 0 1
643 3 0 0 3 0 2 0 6 0 0 0 1 0 0 1 3 22 0 0 0 0 0 0 0 0
653 1 0 0 6 0 0 0 11 0 0 0 0 0 0 0 4 26 0 0 0 0 0 0 0 0
663 4 0 0 9 0 0 0 6 0 1 0 1 0 1 1 6 23 0 0 0 0 0 0 2 0
673 1 0 0 3 0 3 0 8 0 0 0 0 0 0 3 4 15 0 0 0 0 0 0 0 0
683 18 0 0 0 0 4 0 7 0 1 0 0 0 0 0 4 7 0 0 0 0 0 0 1 0
693 2 0 0 6 0 1 0 3 0 0 0 0 0 0 3 5 16 0 0 0 0 0 0 1 0
703 5 0 0 4 0 0 0 8 0 0 0 0 0 0 0 3 21 0 0 0 0 0 0 0 0
715 91924 0 0 9 0 1 0 10 0 0 0 0 0 1 0 3 25 1 0 0 0 0 0 0 3
723 3 0 0 4 0 1 0 10 0 1 0 0 0 0 1 7 39 0 0 0 0 0 0 2 0
733 34641 1 0 5 0 1 0 3 0 3 0 0 0 0 0 3 16 0 0 0 0 0 0 1 0
743 10 0 0 12 0 2 0 10 0 0 0 0 0 1 1 35 22 0 0 0 0 0 0 0 0
753 1 0 0 2 0 0 0 4 0 0 0 0 0 0 2 6 11 0 0 0 0 0 0 0 0
763 9 0 0 3233 0 2 0 17 0 1 0 0 0 1 2 7 48 0 0 0 0 0 0 0 1
773 5 0 0 10 0 2 0 9 0 0 0 1 0 0 0 10 24 0 0 0 0 0 0 0 0
783 2 0 0 7 0 0 0 8 0 2 0 0 0 0 0 7 18 0 0 0 0 0 0 1 0
793 1 0 0 9 0 3 0 8 0 0 0 4 0 0 1 7 28 0 0 0 0 0 0 0 0
803 9 0 0 5 0 2 0 9 0 0 0 0 0 0 0 3 25 0 0 0 0 0 0 2 1
815 5 0 0 6 0 3 0 11 0 0 0 1 0 0 0 5 102 0 0 0 0 0 0 1 1
823 34 0 0 3 0 1 0 9 0 1 0 0 0 0 1 9 20 0 0 0 0 0 0 1 0
833 5 0 0 5 0 1 0 19 0 0 0 0 0 0 0 5 11 0 0 0 0 0 0 0 0
843 6 0 0 5 0 2 0 9 0 0 0 0 0 0 0 2 12 0 0 0 0 0 0 1 0
853 94 0 0 1 0 1 0 6 0 0 0 0 0 0 0 2 8 0 0 0 0 0 0 0 0
863 3 0 0 10 0 0 0 7 0 0 0 0 0 0 1 4 15 0 0 0 0 0 0 1 0
873 2 0 0 6 0 3 0 14 0 1 0 1 0 1 2 12 40 0 0 0 0 0 1 0 1
883 4 0 0 2 0 0 0 13 0 1 0 0 0 0 1 3 11 0 0 0 0 0 0 0 0
893 1 0 0 7 0 0 0 10 0 0 0 0 0 0 0 7 12 0 0 0 0 0 0 0 0
903 2 0 0 7 0 1 0 14 0 0 0 0 0 0 1 4 14 0 0 0 0 0 0 0 0
913 3 0 0 2 0 0 0 9 0 0 0 0 0 1 2 7 9 0 0 0 0 0 0 0 0
923 5 0 0 12 0 0 0 6 0 0 0 1 0 0 1 7 21 0 0 0 0 0 0 0 0
933 5 0 0 7 0 2 0 3 0 2 0 0 0 0 0 11 16 0 0 0 0 0 0 1 0
943 1 0 0 339821 0 2 0 7 0 1 0 3 0 0 0 11 16 0 0 0 0 0 0 1 0
953 2 0 0 1 0 271 0 4 0 0 0 0 0 0 170 2 2 0 0 0 0 0 0 0 0
963 1 0 0 0 0 2 0 2 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 1
116 1 0 0 2 0 0 1 2 0 0 3 0 0 0 2 0 0 0 1 0 0 0 2 10 0
216 0 0 0 3 0 0 2 4 3 0 0 1 0 0 0 0 0 0 1 0 0 0 7 18 0
316 2 1 0 6 0 0 2 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 4 11 0
416 1 1 0 0 0 0 0 0 2 0 1 1 0 0 2 0 0 0 2 0 0 0 9 11 0
516 0 0 0 1 0 0 5 1 3 0 0 1 0 0 1 0 0 0 2 0 0 0 1074 6 0
616 0 1 0 5 0 0 2 44 0 0 2 0 0 0 1 0 0 0 0 0 0 0 2 10 0
716 1 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 4 6 0
816 1 0 0 24 0 0 1 1 0 0 1 4 0 0 1 0 0 0 1 0 0 0 1 11 0
910 1 2 0 7 0 0 7 5633 2 0 2 4 0 0 3 0 0 0 1 0 0 0 39 20 0
104 0 0 0 2 0 0 2 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 2 11 0
117 1 1 0 5 0 0 5 3 1 0 3 1 0 0 0 0 0 0 1 0 0 0 13 21 0
124 2 0 0 1 0 0 0 5 20414 0 0 3 0 0 0 0 0 0 1 0 0 0 4 38 0
134 2 1 0 3 0 0 1 2 0 0 2 0 0 0 2 0 0 0 2 0 0 0 4 19 0
144 5 0 0 6 0 0 1 2 1 0 1 0 0 0 1 0 0 0 1 0 0 0 5 19 0
154 0 0 0 4 0 0 1 2 0 0 2 1 0 0 1 0 0 0 3 0 0 0 5 19 0
164 0 2 0 1 0 0 2 2 1 0 3 1 0 0 1 0 0 0 0 0 0 0 3 23 0
174 1 3 0 8 0 0 1 3 1 0 3 3 0 0 2 0 0 0 3 0 0 0 9 24 0
184 1 3 0 119 0 0 2 2 0 0 0 3 0 0 1 0 0 0 2 0 0 0 6 38 0
194 7 1 0 10 0 0 6 4 0 0 2 2 0 1 2 0 0 0 0 0 0 0 9 42 0
204 0 2 0 6 0 0 1 3 1 0 0 2 0 0 0 0 0 0 1 0 0 0 6 23 0
217 1 0 0 1 0 0 0 20 0 0 1 2 0 0 2 0 0 0 0 0 0 0 4 19 0
224 0 0 0 6 0 0 0 1 1 0 1 1 0 0 2 0 0 0 1 0 0 0 7 19 0
234 0 0 0 71306 0 0 0 3 1 0 3 1 0 0 2 0 0 0 2 0 0 0 5 11 0
244 4 0 0 4 0 0 1 2 1 0 1 2 0 0 1 0 0 0 2 0 0 0 3 8 0
254 0 1 0 3 0 0 1 180369 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 12 0
264 2 1 0 3 0 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0 0 0 3 12 0
274 3 0 1 80 0 0 12 8 2 0 1 4 0 1 9 0 0 0 7 0 0 0 105324 58 0
284 4 0 1 1 0 0 0 6 0 0 1 0 0 0 0 0 0 0 2 0 0 0 5 22 0
294 4 2 0 2 0 0 2 3 0 0 0 2 0 0 1 0 0 0 2 0 0 0 10 21 0
304 4 3 0 6 0 0 2 5 3 0 2 1 0 0 1 0 0 0 3 0 0 0 11 26 0
317 5 2 1 6 0 0 1 2 2 0 1 9 0 0 2 0 0 0 2 0 0 0 12 40 0
324 2 23861 1 3 0 0 3 2 2 0 1 2 0 0 1 0 0 0 1 0 0 0 3 28 0
334 1 2 0 6 0 0 2 4 1 0 2 0 0 0 2 0 0 0 1 0 0 0 5 18 0
344 3 2 0 3 0 0 3 3 0 0 4 2 0 0 105 0 0 0 0 0 0 0 5 22 0
354 0 0 0 3 0 0 2 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 9 6 0
364 2 0 0 3 0 0 2 3 0 0 0 3 0 0 0 0 0 0 1 0 0 0 3 15 0
374 4 0 0 9 0 0 2 3 2 0 3 4 0 0 3 0 0 0 2 0 0 0 11 37 0
384 31566 1 0 3 0 0 4 6 1 1 1 2 0 0 3 0 0 0 1 0 0 0 5 16 0
394 6 0 1 7 0 0 40371 5 5 0 0 10 0 0 11 0 1 0 3 0 0 0 6 36 0
404 2 3 0 28 0 0 5 4 4 0 2 2 0 0 3 0 0 0 5 0 0 0 13 33 0
417 4 1 0 3 0 0 5 4 2 0 0 2 0 0 2 0 0 0 2 1 0 0 10 23 0
424 3 0 0 4 0 0 8 3 1 0 2 3 8 0 33846 0 0 0 1 0 0 0 11 20 0
434 1 0 0 507 0 0 2 0 1 0 2 0 0 0 3 0 0 0 0 0 0 0 7 13 0
444 0 3 104 4 0 0 5 14 1 0 2 0 0 0 1 0 0 0 0 0 0 0 8 354 0
454 2 0 0 370 0 0 3 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 2 9 0
464 0 1 1 0 0 0 8723 8 1 0 1 5 0 0 2 0 0 0 2 0 0 0 3 17 0
474 1 3 0 4 0 0 4 1 0 0 3 3 0 0 2 0 0 0 1 0 0 0 6 25 0
484 1 1 0 7 0 0 1 3 1 0 6 3 0 0 1 75 0 0 3 0 0 0 9 17 0
494 0 4 0 11 0 0 1 4 3 0 25063 2 0 0 1 0 0 0 0 0 0 0 5 28 0
504 6 0 0 7 0 0 2 0 3 0 2 1 0 0 1 0 0 0 2 0 0 0 5 21 0
517 1 1 0 10 0 0 6 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 10 33 0
524 2 1 0 3 0 0 2 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 8 15 0
534 4 4 0 17 0 0 5 7 6 0 2 5 0 0 4 0 0 0 5 0 0 0 3042 53 0
544 2 0 0 5 0 0 9 0 1 0 2 0 0 0 3 0 0 0 1 0 0 0 4 10 0
554 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
564 0 2 0 3 0 0 4 4 2 0 1 0 0 0 1 0 0 0 1 0 0 0 5 30 0
574 1 1 0 0 0 0 3 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 6 0
584 1 1 0 4 0 0 0 1 2 0 0 1 0 0 3 0 0 0 0 0 0 0 2 15 0
594 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
604 1 0 0 2 0 0 1 1 1 338 0 1 0 0 0 0 0 0 5 0 0 0 4 12 0
617 1 3 0 1 0 0 1 11 1 0 0 2 0 1 147 0 0 0 0 0 0 0 3 22 0
624 3 2 0 2 0 0 1 0 1 0 3 0 0 0 3 0 0 0 13 0 0 0 8 9 1
634 2 1 0 5 0 0 1 1 1 0 3 1 0 0 3 0 0 0 0 0 0 0 31 27 0
644 1 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 5 11 0
654 0 0 0 3 0 0 1 2 43 0 2 1 0 0 1 0 0 0 1 0 0 0 5 15 0
664 0 3 0 2 0 0 4 4 2 0 0 6 0 0 6 0 0 0 3 0 0 0 5 26 0
674 1 0 1 9 0 0 4 2 3 0 3 5 0 0 0 0 0 0 0 0 0 0 4 316177 0
684 2 3 0 3 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 8 18 0
694 0 0 0 1 0 0 4 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 4 16 0
704 2 0 0 4 0 0 4 3 2 0 1 2 0 0 1 0 0 0 2 0 0 0 6 19 0
717 1 3 0 4 0 0 2 3 1 0 3 0 0 0 4 0 0 0 2 0 0 0 4 18 0
724 0 0 0 2 0 0 3 2 2 0 0 1 0 0 0 0 0 0 12 0 0 0 6 12 0
734 1 0 0 5 0 0 1 3 0 0 0 408 0 0 0 0 0 0 2 0 0 0 4 12 0
744 4 1 0 7 0 0 6 1 2 0 1 1 0 0 2 0 0 0 2 0 0 0 13 15 0
754 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 2 0 0 0 5 6 0
764 3 4 0 3 0 0 2 2 2 0 2 3 0 0 1 0 0 0 2 0 0 0 8 21 0
774 3 2 0 29697 0 0 7 5 0 0 0 8 0 0 2 0 0 0 2 0 0 0 6 21 0
784 0 4 0 0 0 0 4 1 1 0 2 3 0 0 2 0 0 0 0 0 0 0 3 9 0
794 1 3 0 4 0 0 6 5 1 0 1 245193 0 0 1 0 0 0 2 0 0 0 9 19 1
804 0 2 0 13997 0 0 2 2 3 0 2 5 0 0 0 0 0 0 1 0 0 0 8 26 0
817 2 2 0 6 0 0 2 2 0 0 1 1 0 0 0 0 0 0 1 0 0 0 6 11 0
824 1 1 0 5 0 0 0 2 0 0 2 2 0 0 1 0 0 0 16 0 0 0 1 15 0
834 1 2 0 1 0 0 1 3 0 0 1 1 0 0 4 0 0 0 96559 0 0 0 8 11 0
844 0 1 0 2 0 0 1 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 6 16 0
854 0 0 0 1 0 0 2 0 1 0 1 0 0 0 2 0 0 0 1 0 0 0 4 11 0
864 0 1 0 6 0 0 6 3 1 0 1 3 0 0 1 0 0 0 2 0 0 0 6 12 0
874 1 1 1 5 0 0 4 0 56 0 2 0 0 0 4 0 0 0 0 0 0 0 7 14 0
884 1 0 0 3 0 0 2 2 1 0 1 0 0 0 1 0 0 0 1 0 0 0 4 12 0
894 1 1 0 2 0 0 3 1 1 0 0 0 0 0 3 0 0 0 0 0 0 0 4 11 0
904 0 1 0 3 0 0 3 1 3 0 0 1 0 0 2 0 0 0 2 0 0 0 4 10 0
914 2 0 0 5 0 0 1 4 0 0 0 2 0 0 0 0 0 0 0 0 0 0 4 14 0
924 4 0 0 6 0 0 3 2 3 0 2 4 0 0 2 0 0 0 2 0 0 0 11 17 0
934 1 1 0 4 0 0 4 3 1 0 0 2 0 0 0 0 0 0 1 0 0 0 10 14 0
944 1 0 0 3 0 0 2 2 2 0 2 7 0 0 1 0 0 0 1 0 0 0 5 11 0
954 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0
964 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 3 10 0
118 1 1 2 4 0 0 29 0 1 0 0 0 0 0 0 0 0 0 0 10 0 0 4 0 1
218 1 0 5 3 0 2 4 0 0 1 0 0 0 0 0 1 0 0 0 3 4 0 4 69 4
318 1 0 0 4 0 0 3 0 0 0 0 0 0 0 0 1 5 0 0 6 2 0 3 0 2
418 3 1 2 11 0 0 7 0 1 1 0 0 0 2 2 3 0 0 0 9 2 1 7 0 1
518 1 1 2 10 0 1 3 0 1 0 0 0 0 2 0 1 3 0 0 3 4 0 1 0 5
618 0 0 0 37295 0 0 4 1 0 0 0 0 0 0 0 1 1 0 0 3 1 0 3 0 1
718 0 1 1 5 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 2 0 0 2 0 3
818 1 0 2 13 0 0 5 0 0 0 0 1 0 1 0 0 0 0 0 10 16426 0 8 0 124024
915 2 0 0 9 0 0 6 0 1 0 0 0 0 1 0 1 1 0 0 5 5 1 5 0 4
105 0 0 59414 10 0 1 5 0 1 0 0 0 0 0 1 1 0 0 0 4 1 1 4 0 4
119 1 1 2 23 0 0 16 0 2 10833 0 0 0 0 0 0 1 0 0 3 10906 2 11 0 1
125 0 0 0 2 0 23 6 0 0 0 0 0 7 0 40160 0 0 0 0 3 1 0 3 0 0
135 0 0 0 14 0 0 265139 1 2 0 0 0 0 0 4 0 7 0 0 13 1 0 7 0 2
145 2 1 2 7 0 1 2 0 0 2 0 0 0 0 0 1 2 0 0 14 2 3 10 0 8
155 2 1 1 8 0 0 0 0 26948 0 0 0 0 1 1 0 0 0 0 2 4 3 4 0 1
165 2 2 1 8 0 0 3 0 1 0 0 0 0 0 1 1 0 0 0 8 1 73 2 0 0
175 48205 0 1 5 0 737 18765 0 2 1 0 0 0 0 1 0 1 0 0 12 4 2 7 0 3
185 1 3 5 17 0 0 5 0 12 0 0 0 0 1 5 0 2 0 245 13 22 0 4 0 3
195 7 2 4 29 0 100 12 0 5 1 0 0 0 1 4 1 1 0 0 10 7 4 16 0 4
205 3 1 2 8 0 0 12 0 2 0 0 0 0 2 0 0 0 0 0 5 4 1 8 0 2
219 2 0 1 5 0 0 3 0 0 0 0 0 0 0 1 3 0 0 0 4 0 0 117166 0 0
225 1 0 1 10 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 7 0 2 2 0 1
235 7 0 2 8 0 1 1 0 0 1 0 0 0 0 2 0 1 0 0 5 1 1 1 0 5
245 0 0 4 5 0 0 3 0 0 0 0 0 0 0 6 1 0 0 0 3 0 0 3 0 1
255 0 2 0 4 0 1 0 0 0 0 0 0 0 1 2 0 1 0 0 8 2 0 8 0 2
265 1 1 0 13 0 0 0 0 1 1 0 0 0 0 2 1 2 0 0 5 2 0 27 0 1
275 2 1 3 19 0 1 6 0 1 3 0 0 0 0 2 0 0 0 0 9 1 3 10 0 0
285 3 0 1 12 0 0 7 0 0 0 0 0 0 0 1 0 0 0 0 6 3 1 8 0 1
295 1 3 1 7 0 1 9 0 2 0 0 0 0 1 22 18215 1 0 0 9 2 1 5 0 0
305 4 0 5 8 0 1 6 0 1 1 0 0 73 0 3 0 2 0 0 9 4 0 13 0 3
319 4 0 4 11 0 0 7 0 1 0 0 0 0 3 1 0 0 0 0 13 4 4 4 0 3
325 1 1 5 8 0 0 2 0 1 0 0 0 0 0 1 0 1 0 0 7 1 1 5 0 4
335 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 6 0 0
345 0 1 4 11 0 0 5 0 1 1 0 0 0 0 0 2 5 0 0 6 3 2 7 0 4
355 1 0 1 8 0 0 2 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 5 0 3
365 6 1 2 2 0 1 3 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 2
375 4 2 1 6 0 0 6 0 2 0 0 0 0 2 2 1 1 0 0 6 4 1 14 0 3
385 4 0 1 14 0 10284 6 0 5 0 0 0 0 1 1 2 1 0 0 11 5 0 7 0 6
395 0 5 7 8 0 2 6 0 1 0 0 0 0 2 0 0 3 0 0 4 0 0 20076 0 1
405 3 3 2 14 0 0 6 0 0 1 0 0 0 5 3 1 0 0 0 19 4 2 9 0 3
419 4 1 6 24 0 1 8 0 0 1 0 0 0 15202 5 2 1 0 0 29 6 4 10 0 4
425 3 9 4 12 0 1 4 0 0 0 0 1 0 1 0 1 0 0 0 3 3 0 5 0 3
435 0 1 0 14 0 0 9 0 422 0 0 0 0 3 0 1 4 0 0 9 1 1 10 0 2
445 1 0 1 22 0 0 6 0 1 0 0 0 0 0 0 0 0 0 0 9 1 1 9 0 4
