WT sseJ sseL slrP ssaV.new srfJ steC sspH2 sseI steB spvD.new sseG sseF sifB pipB2 steA sifA gtgE steE spvB gogB sseK1 gtgA sopD2 pipB
1 1.41205088441072 1.13318616001162 0.907253955596488 1.56611018200032 1.22059158802817 1.22122542545193 1.24451388008984 1.05714872538516 0.704492323051874 1.26388738595279 0.943910882835958 1.52792813882941 0.870029416780339 1.49029137925757 1.41546809385829 0.911583328847027 1.42883897892965 1.08365596700275 1.29584712735772 1.29301109831871 1.03772480222801 1.48367722083134 1.57990708657948 1.51571096034976 1.60883154002878
2 1.41205088441072 1.07640210129643 1.58408707400509 1.69288062894208 0.853214255217095 1.01424882144404 1.14714358995393 43.7646615089734 1.08078931915845 0.913177494465894 1.08535577296599 1.52792813882941 1.06404009035417 1.49029137925757 1.41546809385829 0.811211463737042 1.42883897892965 1.08365596700275 1.29584712735772 1.29301109831871 0.940727598918919 1.04784469657923 1.3083878299639 1.51571096034976 1.60883154002878
3 1.41205088441072 1.74083906110345 1.58408707400509 1.69288062894208 1.54383395842413 1.45993378293297 1.6896329497886 0.992727603768864 1.19328241193356 1.64911552721631 1.97298216355974 1.52792813882941 1.41200432842007 1.49029137925757 1.41546809385829 1.18763398743784 1.42883897892965 1.08365596700275 1.29584712735772 1.29301109831871 1.56807209815655 1.04784469657923 1.3083878299639 1.51571096034976 1.60883154002878
4 1.41205088441072 1.15183451879534 1.48149053149709 1.56611018200032 1.54383395842413 1.22122542545193 1.5186304135135 1.29950097489712 1.19328241193356 1.42348544023297 1.28349405553045 1.52792813882941 1.64944050530326 1.49029137925757 1.41546809385829 1.27333999790263 1.42883897892965 1.08365596700275 1.29584712735772 1.70967676740379 1.33615735783721 2.22047606616601 1.3083878299639 1.51571096034976 1.60883154002878
5 1.41205088441072 0.917911253583619 1.37564426337338 1.81557706270735 1.54383395842413 1.22122542545193 1.24451388008984 1.18108385164883 0.962843296247379 1.0058015396762 1.01572459111835 1.52792813882941 1.64944050530326 1.49029137925757 1.41546809385829 1.41080622239519 1.42883897892965 1.08365596700275 1.29584712735772 1.29301109831871 0.907407908526185 1.04784469657923 1.3083878299639 1.51571096034976 1.60883154002878
6 1.41205088441072 0.938356605708402 1.68382062044244 2.38260111983286 1.22059158802817 1.57291953586483 1.6896329497886 1.119875843877 1.50623003009948 1.34473549109319 1.46887882000408 1.52792813882941 1.24343671994698 1.49029137925757 1.41546809385829 1.98149419466378 1.42883897892965 1.08365596700275 1.29584712735772 1.70967676740379 1.41991038002811 1.04784469657923 1.3083878299639 1.51571096034976 1.60883154002878
7 1.41205088441072 0.978668966322473 0.907253955596488 1.43461835513739 0.853214255217095 1.04109194432999 1.5186304135135 0.92639855933589 1.08078931915845 0.713779935536803 1.15306175928176 1.52792813882941 0.969189155509346 1.49029137925757 1.41546809385829 979.604761552633 1.94511997764806 1.08365596700275 1.7377485753804 1.29301109831871 0.786167924112034 1.04784469657923 1.3083878299639 1.51571096034976 1.60883154002878
8 1.41205088441072 1.46797891457801 1.78100336906643 2.0506682347488 1.54383395842413 1.4136493639594 2.38278660945932 1.83399658277335 1.69949860998917 1.72129299650075 1.70108283127391 1.52792813882941 1.41200432842007 1.49029137925757 1.41546809385829 1.74367954308572 1.42883897892965 1.58988327980331 1.29584712735772 1.29301109831871 1.35027471358483 1.48367722083134 1.3083878299639 1.51571096034976 1.60883154002878
9 1.41205088441072 1.17035016039856 1.37564426337338 2.0506682347488 1.22059158802817 1.43687408089514 1.6896329497886 1.5768461036416 2.14548211502756 1.42348544023297 1.70108283127391 1.52792813882941 1.94434116338741 1.49029137925757 1.41546809385829 1.38380228553625 1.42883897892965 1.08365596700275 1.29584712735772 1.29301109831871 1.23539911317093 1.04784469657923 1.3083878299639 1.51571096034976 1.60883154002878
10 1.41205088441072 1.15183451879534 1.03289769197856 1.56611018200032 1.22059158802817 0.987087398935553 1.04596290958088 1.5768461036416 1.6041539863966 1.42348544023297 1.01572459111835 1.52792813882941 1.24343671994698 1.49029137925757 1.41546809385829 1.27333999790263 1.42883897892965 1.58988327980331 1.29584712735772 1.29301109831871 0.940727598918919 1.48367722083134 1.3083878299639 1.51571096034976 1.60883154002878
